id,name,type,region,minx,miny,maxx,maxy,acres,state,lon,lat,DungenessCrab,BayShrimp,GreenSturgeon,LeopardShark,BatRay,CaliforniaHalibut,EnglishSole,StarryFlounder,ShinerPerch,StaghornSculpin,PacificHerring,BrownRockfish,Steelhead,CohoSalmon,ChinookSalmon,SoKJoin,NFHPJoin,Rating_2015,biotic_acres
4025,Los Angeles Harbor,Embayment/Bay,Southern California Bight,-118.3,33.7,-118.2,33.87,4102,CA,-118.254,33.712,,P,,,,P,,,P,,,,,,,1,2,1,2.6:13.68|2.7:1.77|2.8:0.71
4026,Los Angeles River,Riverine Estuary,Southern California Bight,-118.21,33.75,-118.18,33.8,412,CA,-118.195,33.758,,,,,,P,,,,,,,,,,2,2,1,2.6:5.38|2.6.1:19.74|2.6.1.1:3.07|2.7:0.08|2.8:0.1
4027,Long Beach Marina,Embayment/Bay,Southern California Bight,-118.19,33.76,-118.18,33.76,95,CA,-118.185,33.76,,,,,,,,,,,,,,,,2,2,1,2.6:1.53
4028,East San Pedro Bay,Embayment/Bay,Southern California Bight,-118.2,33.72,-118.1,33.76,6426,CA,-118.152,33.74,P,P,,,P,P,P,,P,,P,,,,,3,2,1,2.6:11.12|2.7:0.89
4029,Alamitos Bay,Embayment/Bay,Southern California Bight,-118.14,33.74,-118.1,33.8,848,CA,-118.118,33.751,,,,JP,P,JP,,,JP,JP,,,,,,1,1,1,2.6:75.73|2.6.1.1:21.93|2.7:1.29|2.8:1.46
4030,San Gabriel River,Riverine Estuary,Southern California Bight,-118.12,33.74,-118.08,33.8,378,CA,-118.103,33.754,,,,,,,,,,,,,,,,1,1,1,2.6:37.23|2.7:0.33
4031,Anaheim Bay,Embayment/Bay,Southern California Bight,-118.1,33.71,-118.02,33.76,1885,CA,-118.078,33.735,,,,JP,,JP,,,JP,JP,,,,,,1,2,0,2.6:200.75|2.6.1:2.44|2.6.1.1:596.38|2.7:4.17|2.7.1:0.67
4032,Bolsa Bay,Embayment/Bay,Southern California Bight,-118.06,33.69,-118.0,33.73,519,CA,-118.048,33.698,,,,JP,,JP,,,JP,JP,,,,,,1,2,0,2.6:66.74|2.6.1.1:32.81|2.7:3.74|2.8:4.77
4033,Bolsa Chica Lowlands,Embayment/Bay,Southern California Bight,-118.05,33.68,-118.0,33.72,2164,CA,-118.037,33.696,,,,JP,JP,JP,,,JP,JP,JP,,,,,1,2,0,2.6:635.29|2.7:15.35|2.8:74.19
4034,Huntington Channel,Embayment/Bay,Southern California Bight,-118.0,33.63,-117.95,33.69,1546,CA,-117.971,33.64,,,,,,,,,,,,,,,,1,999,5,2.5:7.97|2.6:77.68|2.6.1.1:61.09|2.7:4.32|2.8:3.08
4035,Santa Ana River,Riverine Estuary,Southern California Bight,-117.96,33.63,-117.94,33.69,323,CA,-117.952,33.633,,,,,,,,,,,,,,,,1,1,0,2.5:0.85|2.6:30.36|2.6.1.1:43.01|2.7:23.88|2.8:2.58
4036,Newport Bay,Embayment/Bay,Southern California Bight,-117.94,33.59,-117.84,33.67,1999,CA,-117.906,33.61,,,,JP,P,JP,,,JP,JP,,,,,,1,1,1,2.6:54.73|2.6.1:1.7|2.6.1.1:349.61|2.7:12|2.8:2.21
4037,Aliso Creek,Lagoonal Estuary,Southern California Bight,-117.75,33.51,-117.75,33.51,4,CA,-117.753,33.511,,,,,,,,,,,,,,,,1,999,5,2.6:0.16|2.7:0.25
4038,San Juan Creek,Lagoonal Estuary,Southern California Bight,-117.68,33.46,-117.68,33.48,26,CA,-117.683,33.463,,,,,,,,,,,,,P,,,1,1,5,2.6:0.04|2.6.1:0.63
4039,Dana Point Harbor,Embayment/Bay,Southern California Bight,-117.71,33.45,-117.69,33.46,171,CA,-117.699,33.457,,,,,,,,,,,,,,,,1,999,5,2.7:0.26
4040,San Mateo Lagoon,Lagoonal Estuary,Southern California Bight,-117.59,33.39,-117.59,33.39,11,CA,-117.592,33.388,,,,,,,,,,,,,P,,,1,999,5,2.6:4.86|2.7:0.59|2.8:0.77
4041,San Onofre Creek,Lagoonal Estuary,Southern California Bight,-117.58,33.38,-117.58,33.38,5,CA,-117.578,33.382,,,,,,,,,,,,,,,,1,999,5,2.6.1:0.74|2.6.1.1:0.86|2.7:0|2.7.1:1.12
4042,Las Pulgas Creek,Lagoonal Estuary,Southern California Bight,-117.47,33.29,-117.46,33.3,14,CA,-117.466,33.293,,,,,,,,,,,,,,,,2,999,5,2.6:14.04
4043,Las Flores Creek,Lagoonal Estuary,Southern California Bight,-117.47,33.29,-117.46,33.29,9,CA,-117.463,33.29,,,,,,,,,,,,,,,,2,999,5,2.6:0|2.6.1:1.64|2.6.1.1:3.35
4044,Aliso Canyon,Lagoonal Estuary,Southern California Bight,-117.44,33.26,-117.44,33.27,16,CA,-117.442,33.266,,,,,,,,,,,,,,,,1,999,5,2.6:0.06|2.6.1.1:9.05|2.7:1.36|2.8:3.66
4045,French Canyon,Lagoonal Estuary,Southern California Bight,-117.44,33.26,-117.43,33.27,22,CA,-117.438,33.264,,,,,,,,,,,,,,,,1,999,5,2.6:0.69|2.6.1:1.09|2.6.1.1:1.98|2.7:1.23|2.7.1:0.25|2.8:3.9
4046,Cockleburr Canyon,Lagoonal Estuary,Southern California Bight,-117.43,33.25,-117.43,33.25,2,CA,-117.431,33.25,,,,,,,,,,,,,,,,1,999,5,2.6.1.1:0.58
4047,Santa Margarita Lagoon,Lagoonal Estuary,Southern California Bight,-117.42,33.22,-117.38,33.25,455,CA,-117.407,33.232,,,,,,JP,,,,P,,,,,,1,1,5,2.6:78.32|2.6.1:14.07|2.6.1.1:101.62|2.7:10.47|2.7.1:27.16|2.8:0.9
4048,Oceanside Harbor,Embayment/Bay,Southern California Bight,-117.41,33.2,-117.39,33.22,228,CA,-117.402,33.209,,,,,,JP,,,P,,,,,,,1,2,2,2.6:0.05|2.7:0.07|2.8:0.03
4049,San Luis Rey River,Lagoonal Estuary,Southern California Bight,-117.39,33.2,-117.38,33.21,46,CA,-117.387,33.205,,,,,,,,,,,,,P,,,1,2,2,2.6.1:2.58|2.6.1.1:5.05|2.7:0.78|2.7.1:3.8|2.7.1.1:3.23|2.8.1:7.79
4050,Loma Alta Marsh,Lagoonal Estuary,Southern California Bight,-117.37,33.18,-117.37,33.18,4,CA,-117.368,33.178,,,,,,,,,,,,,,,,1,999,5,2.6:0.09|2.6.1.1:2.37
4051,Buena Vista Lagoon,Lagoonal Estuary,Southern California Bight,-117.36,33.16,-117.34,33.18,233,CA,-117.351,33.172,,,,,,JP,,,,,,,,,,1,999,5,2.5:35.14|2.6:46.66|2.6.1.1:46.44|2.7:3.66|2.7.1:0.44|2.7.1.1:4.25
4052,Agua Hedionda,Embayment/Bay,Southern California Bight,-117.35,33.14,-117.31,33.15,378,CA,-117.325,33.142,,,,,,JP,,,,,,,,,,1,999,5,2.6:1.21|2.6.1:7.17|2.6.1.1:34.42|2.7:0.85|2.7.1:10.42|2.7.1.1:0.71|2.8:1.1
4053,Batiquitos Lagoon,Embayment/Bay,Southern California Bight,-117.31,33.08,-117.26,33.1,538,CA,-117.289,33.089,,,,,,JP,,,,,,,,,,1,999,5,2.5:0.22|2.6:1.14|2.6.1:37.26|2.6.1.1:145.7|2.7:2.25|2.7.1:8.92|2.7.1.1:1.75|2.8:0.17
4054,San Elijo Lagoon,Lagoonal Estuary,Southern California Bight,-117.28,33.0,-117.25,33.02,391,CA,-117.272,33.009,,,,,,JP,,,,,,,,,,1,999,5,2.6:6.56|2.6.1:58.67|2.6.1.1:122.52|2.7:1.58|2.7.1:3.95|2.8:0.23|2.8.1:5.99
4055,San Dieguito Lagoon,Embayment/Bay,Southern California Bight,-117.27,32.96,-117.23,32.98,340,CA,-117.253,32.972,,,,,,JP,,,,,,,,,,1,999,5,2.6:100.22|2.6.1:0.71|2.6.1.1:66.89|2.7:16.13|2.7.1:0.41|2.8:0.39
4056,Los Penasquitos Lagoon,Lagoonal Estuary,Southern California Bight,-117.26,32.92,-117.24,32.94,236,CA,-117.257,32.932,,,,,,JP,,,P,P,,,,,,1,999,5,2.6:2.22|2.6.1.1:183.66|2.7:0.13
4057,Mission Bay,Embayment/Bay,Southern California Bight,-117.26,32.75,-117.2,32.81,2285,CA,-117.231,32.78,,,,JP,,JP,,,JP,JP,,,,,,1,1,2,2.6:1.81|2.6.1.1:49.23|2.7:0.67|2.7.1:3.21|2.8:0.08
4058,San Diego River,Riverine Estuary,Southern California Bight,-117.26,32.75,-117.19,32.77,364,CA,-117.227,32.759,,,,,,,,,,,,,,,,1,1,1,2.6:1.03|2.6.1:0.85|2.6.1.1:106.43|2.7:0.32|2.7.1:34.27|2.8:0.04
4059,San Diego Bay,Embayment/Bay,Southern California Bight,-117.25,32.58,-117.07,32.74,12839,CA,-117.151,32.666,,,,JP,P,JP,,,JP,JP,,,,,,1,1,0,2.6:9.5|2.6.1:0.57|2.6.1.1:346.42|2.7:2.25|2.7.1:3.69|2.7.1.1:54.44|2.8:0.07|2.8.1.1:0.13
4060,Tijuana River,Riverine Estuary,Southern California Bight,-117.13,32.54,-117.1,32.58,821,CA,-117.123,32.556,,,,,,JP,,,JP,JP,,,,,,1,1,3,2.5:16.91|2.6:20.91|2.6.1:40.29|2.6.1.1:535.94|2.7:19.5|2.7.1.1:16.1|2.8:4.2
